gene_id,gene_name,gene_biotype,gene_description,tf_family,ensembl_gene_stable_id,ensembl_gene_name,refseq_mrna_id,annotation_source,annotation_release,mapping_status
Solyc09g098340,Solyc09g098340.3,protein_coding,aspartic proteinase-like protein 2 (AHRD V3.3 *** A0A2G2ZT59_CAPAN) && sp|Q4V3D2|ASP36_ARATH Aspartic proteinase 36 OS=Arabidopsis thaliana OX=3702 GN=A36 PE=1 SV=1 && PF14543:Xylanase inhibitor N-terminal|PF14541:Xylanase inhibitor C-terminal,-,gene-Solyc09g098340.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g074630,Solyc09g074630.3,protein_coding,BTB domain-containing protein/NPH3 domain-containing protein (AHRD V3.3 *** A0A1Q3CT76_CEPFO) && sp|Q9SA69|Y1301_ARATH BTB/POZ domain-containing protein At1g03010 OS=Arabidopsis thaliana OX=3702 GN=At1g03010 PE=2 SV=1 && PF03000:NPH3 family,-,gene-Solyc09g074630.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g006140,Solyc12g006140.2,protein_coding,"Cab-5 gene encoding chlorophyll a/b-binding protein && sp|P12062|CB26_PETSP Chlorophyll a-b binding protein 37, chloroplastic OS=Petunia sp. OX=4104 GN=CAB37 PE=3 SV=1 && PF00504:Chlorophyll A-B binding protein",-,gene-Solyc12g006140.2,CAB5,NM_001308945,Ensembl Plants BioMart,63,one_to_one
Solyc02g089140,Solyc02g089140.3,protein_coding,B12D protein (AHRD V3.3 *** A0A2U1M961_ARTAN) && - && -,-,gene-Solyc02g089140.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g044540,Solyc12g044540.4,protein_coding,zinc finger BED domain-containing protein RICESLEEPER 2-like (AHRD V3.11 *-* tr_A0A2I4HS67_A0A2I4HS67_9ROSI) && sp|Q9SUK9|P2C55_ARATH Probable protein phosphatase 2C 55 OS=Arabidopsis thaliana OX=3702 GN=At4g16580 PE=2 SV=2 && -,-,gene-Solyc12g044540.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g056670,Solyc07g056670.3,protein_coding,gibberellin 2-oxidase 2 && sp|Q9SQ80|G2OX1_PEA Gibberellin 2-beta-dioxygenase 1 OS=Pisum sativum OX=3888 GN=GA2OX1 PE=1 SV=1 && PF14226:non-haem dioxygenase in morphine synthesis N-terminal|PF03171:2OG-Fe(II) oxygenase superfamily,2OG-FeII_Oxy,gene-Solyc07g056670.3,GA2ox2,NM_001247409,Ensembl Plants BioMart,63,one_to_one
Solyc07g063850,Solyc07g063850.3,protein_coding,IAA-amido synthetase 3-9 && sp|Q9LSQ4|GH36_ARATH Indole-3-acetic acid-amido synthetase GH3.6 OS=Arabidopsis thaliana OX=3702 GN=GH3.6 PE=1 SV=1 && PF03321:GH3 auxin-responsive promoter,-,gene-Solyc07g063850.3,GH3-9,,Ensembl Plants BioMart,63,one_to_one
Solyc07g049370,Solyc07g049370.2,protein_coding,"Glucan endo-1 && sp|Q9ZU91|E133_ARATH Glucan endo-1,3-beta-glucosidase 3 OS=Arabidopsis thaliana OX=3702 GN=At2g01630 PE=2 SV=2 && PF07983:X8 domain|PF00332:Glycosyl hydrolases family 17",Glyco_hydro_17,gene-Solyc07g049370.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc04g077620,Solyc04g077620.1,protein_coding,Uncharacterized conserved protein UCP031279 (AHRD V3.3 -** AT1G10140.1) && - && -,-,gene-Solyc04g077620.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g122350,Solyc03g122350.3,protein_coding,Cytochrome P450 (AHRD V3.3 *** Q43795_TOBAC) && sp|A0A1D6F9Y9|C92C6_MAIZE Trimethyltridecatetraene synthase OS=Zea mays OX=4577 GN=CYP92C6 PE=1 SV=1 && PF00067:Cytochrome P450,p450,gene-Solyc03g122350.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g083440,Solyc10g083440.3,protein_coding,Glycosyltransferase (AHRD V3.11 *** tr_A0A2G3BGM7_A0A2G3BGM7_CAPCH) && sp|Q43641|UFOG_SOLME Anthocyanidin 3-O-glucosyltransferase OS=Solanum melongena OX=4111 GN=GT PE=2 SV=1 && PF00201:UDP-glucoronosyl and UDP-glucosyl transferase,UDPGT,gene-Solyc10g083440.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g065530,Solyc02g065530.5,protein_coding,Hexosyltransferase (AHRD V3.11 *** tr_A0A2G2XBK6_A0A2G2XBK6_CAPBA) && sp|Q0GXS4|NFP_MEDTR Serine/threonine receptor-like kinase NFP OS=Medicago truncatula OX=3880 GN=NFP PE=1 SV=1 && PF07714:Protein tyrosine kinase,Pkinase_Tyr,gene-Solyc02g065530.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g017530,Solyc12g017530.1,protein_coding,Unknown protein && - && -,-,gene-Solyc12g017530.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g116510,Solyc03g116510.1,protein_coding,DUF761 domain-containing protein (AHRD V3.3 *** A0A1Q3BDS4_CEPFO) && - && -,-,gene-Solyc03g116510.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g005990,Solyc11g005990.2,protein_coding,Transcriptional corepressor SEUSS (AHRD V3.3 *-* A0A2G2ZPK0_CAPAN) && sp|Q8W234|SEUSS_ARATH Transcriptional corepressor SEUSS OS=Arabidopsis thaliana OX=3702 GN=SEU PE=1 SV=1 && PF01803:LIM-domain binding protein,-,gene-Solyc11g005990.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g049030,Solyc12g049030.1,protein_coding,Fatty acid desaturase (AHRD V3.3 *** A0A200QRI1_9MAGN) && sp|Q8GZC3|FAD2_VERFO Delta(12)-fatty-acid desaturase FAD2 OS=Vernicia fordii OX=73154 GN=FAD2 PE=1 SV=1 && PF11960:Domain of unknown function (DUF3474)|PF00487:Fatty acid desaturase,-,gene-Solyc12g049030.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g098790,Solyc12g098790.1,protein_coding,Unknown protein && - && -,-,gene-Solyc12g098790.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g005780,Solyc03g005780.3,protein_coding,"Chlorophyll a-b binding protein && sp|P07369|CB2G_SOLLC Chlorophyll a-b binding protein 3C, chloroplastic OS=Solanum lycopersicum OX=4081 GN=CAB3C PE=3 SV=1 && PF00504:Chlorophyll A-B binding protein",-,gene-Solyc03g005780.3,Cab-3C,,Ensembl Plants BioMart,63,one_to_one
Solyc04g015390,Solyc04g015390.2,protein_coding,GDSL esterase/lipase (AHRD V3.3 *** AT1G11320.1) && - && -,-,gene-Solyc04g015390.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g091670,Solyc09g091670.3,protein_coding,Pleiotropic drug resistance protein (AHRD V3.3 *** C8CA13_CUCSA) && sp|Q949G3|PDR1_NICPL Pleiotropic drug resistance protein 1 OS=Nicotiana plumbaginifolia OX=4092 GN=PDR1 PE=1 SV=1 && PF08370:Plant PDR ABC transporter associated|PF14510:ABC-transporter N-terminal|PF00005:ABC transporter|PF01061:ABC-2 type transporter,ABC2_membrane,gene-Solyc09g091670.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc01g108860,Solyc01g108860.3,protein_coding,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (AHRD V3.3 *** A0A2U1MKU7_ARTAN) && sp|Q9FFF6|JOX2_ARATH Jasmonate-induced oxygenase 2 OS=Arabidopsis thaliana OX=3702 GN=JOX2 PE=1 SV=1 && PF03171:2OG-Fe(II) oxygenase superfamily|PF14226:non-haem dioxygenase in morphine synthesis N-terminal,2OG-FeII_Oxy,gene-Solyc01g108860.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g080540,Solyc10g080540.2,protein_coding,Homeobox-leucine zipper protein HOX27 (AHRD V3.3 *** A0A2G3BH29_CAPCH) && sp|P46665|HAT14_ARATH Homeobox-leucine zipper protein HAT14 OS=Arabidopsis thaliana OX=3702 GN=HAT14 PE=2 SV=3 && PF00046:Homeodomain|PF02183:Homeobox associated leucine zipper,Homeobox,gene-Solyc10g080540.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g092580,Solyc09g092580.4,protein_coding,Cytochrome (AHRD V3.3 *** A0A2G2ZTD7_CAPAN) && sp|O65782|C83B1_ARATH Cytochrome P450 83B1 OS=Arabidopsis thaliana OX=3702 GN=CYP83B1 PE=1 SV=1 && PF00067:Cytochrome P450,p450,gene-Solyc09g092580.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g077550,Solyc08g077550.3,protein_coding,Novel plant snare && sp|Q944A9|NPS11_ARATH Novel plant SNARE 11 OS=Arabidopsis thaliana OX=3702 GN=NPSN11 PE=1 SV=2 && PF03908:Sec20,-,gene-Solyc08g077550.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g008620,Solyc07g008620.1,protein_coding,EIX receptor 1 && sp|Q6JN47|EIX1_SOLLC Receptor-like protein EIX1 OS=Solanum lycopersicum OX=4081 GN=EIX1 PE=2 SV=2 && PF08263:Leucine rich repeat N-terminal domain|PF13855:Leucine rich repeat,LRRNT_2,gene-Solyc07g008620.1,Eix1,NM_001247498,Ensembl Plants BioMart,63,one_to_one
Solyc12g096570,Solyc12g096570.1,protein_coding,auxin-regulated gene involved in organ size (AHRD V3.3 -** AT3G59900.1) && - && -,-,gene-Solyc12g096570.1,ARGOS,,Ensembl Plants BioMart,63,one_to_one
Solyc10g086710,Solyc10g086710.3,protein_coding,PAR1 (AHRD V3.3 *** A0A200R4T9_9MAGN) && - && PF06521:PAR1 protein,-,gene-Solyc10g086710.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g076710,Solyc10g076710.3,protein_coding,"Phosphoinositide phospholipase C (AHRD V3.3 *** O49950_SOLTU) && sp|Q39033|PLCD2_ARATH Phosphoinositide phospholipase C 2 OS=Arabidopsis thaliana OX=3702 GN=PLC2 PE=1 SV=1 && PF00388:Phosphatidylinositol-specific phospholipase C, X domain|PF00387:Phosphatidylinositol-specific phospholipase C, Y domain|PF00168:C2 domain|PF09279:Phosphoinositide-specific phospholipase C, efhand-like",PI-PLC-X,gene-Solyc10g076710.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g045070,Solyc03g045070.1,protein_coding,ammonium transporter AF118858 && sp|Q9FVN0|AMT13_SOLLC Ammonium transporter 1 member 3 OS=Solanum lycopersicum OX=4081 GN=AMT1-3 PE=2 SV=1 && PF00909:Ammonium Transporter Family,Ammonium_transp,gene-Solyc03g045070.1,AMT1-3,,Ensembl Plants BioMart,63,one_to_one
Solyc04g064940,Solyc04g064940.3,protein_coding,Receptor-like protein kinase 2 (AHRD V3.3 *** A0A314KW93_NICAT) && sp|Q9LHP4|RGI1_ARATH LRR receptor-like serine/threonine-protein kinase RGI1 OS=Arabidopsis thaliana OX=3702 GN=RGI1 PE=1 SV=1 && PF13855:Leucine rich repeat|PF00069:Protein kinase domain,Pkinase,gene-Solyc04g064940.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g055970,Solyc12g055970.3,protein_coding,Endoglucanase (AHRD V3.3 *** A0A2G3B3J7_CAPCH) && sp|Q42059|GUN6_ARATH Endoglucanase 6 OS=Arabidopsis thaliana OX=3702 GN=At1g64390 PE=2 SV=2 && PF09478:Carbohydrate binding domain CBM49|PF00759:Glycosyl hydrolase family 9,-,gene-Solyc12g055970.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc04g015640,Solyc04g015640.1,protein_coding,Disease resistance protein rga3-like (AHRD V3.3 *** A0A2K3NCR1_TRIPR) && sp|Q7XA39|RGA4_SOLBU Putative disease resistance protein RGA4 OS=Solanum bulbocastanum OX=147425 GN=RGA4 PE=2 SV=1 && PF18052:Rx N-terminal domain|PF00931:NB-ARC domain,NB-ARC,gene-Solyc04g015640.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g050980,Solyc10g050980.1,protein_coding,Unknown protein && - && -,-,gene-Solyc10g050980.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g011720,Solyc09g011720.3,protein_coding,DUF3527 domain-containing protein (AHRD V3.3 *** A0A1Q3BBP6_CEPFO) && - && PF12043:Domain of unknown function (DUF3527),-,gene-Solyc09g011720.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g020330,Solyc11g020330.1,protein_coding,leer-sHSP small heat shock protein && sp|P19244|HSP41_PEA 22.7 kDa class IV heat shock protein OS=Pisum sativum OX=3888 GN=HSP22.7 PE=2 SV=1 && PF00011:Hsp20/alpha crystallin family,-,gene-Solyc11g020330.1,er-sHSP,,Ensembl Plants BioMart,63,one_to_one
Solyc03g118370,Solyc03g118370.3,protein_coding,Carboxypeptidase (AHRD V3.3 *** A0A2G3CZU5_CAPCH) && sp|Q93Y09|SCP45_ARATH Serine carboxypeptidase-like 45 OS=Arabidopsis thaliana OX=3702 GN=SCPL45 PE=2 SV=1 && PF00450:Serine carboxypeptidase,Peptidase_S10,gene-Solyc03g118370.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g011610,Solyc09g011610.4,protein_coding,Glutathione S-transferase (AHRD V3.11 *-* tr_C0LF68_C0LF68_CAPAN) && sp|Q03663|GSTX2_TOBAC Probable glutathione S-transferase OS=Nicotiana tabacum OX=4097 PE=2 SV=1 && -,-,gene-Solyc09g011610.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g083700,Solyc02g083700.4,protein_coding,Alpha-mannosidase (AHRD V3.3 *** A0A1U8FVM7_CAPAN) && sp|C0HJB3|MANA_CANEN Alpha-mannosidase OS=Canavalia ensiformis OX=3823 PE=1 SV=1 && PF01074:Glycosyl hydrolases family 38 N-terminal domain|PF17677:Glycosyl hydrolases family 38 C-terminal beta sandwich domain|PF07748:Glycosyl hydrolases family 38 C-terminal domain|PF09261:Alpha mannosidase middle domain,-,gene-Solyc02g083700.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g080490,Solyc08g080490.3,protein_coding,2S albumin (AHRD V3.3 *-* B6EU55_BEREX) && - && PF00234:Protease inhibitor/seed storage/LTP family,-,gene-Solyc08g080490.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g083840,Solyc02g083840.1,protein_coding,Unknown protein && - && -,-,gene-Solyc02g083840.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc01g068490,Solyc01g068490.5,protein_coding,RING-type E3 ubiquitin transferase (AHRD V3.11 *** tr_A0A200RD53_A0A200RD53_9MAGN) && - && PF05804:Kinesin-associated protein (KAP),-,gene-Solyc01g068490.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g066360,Solyc08g066360.3,protein_coding,"Malic enzyme (AHRD V3.3 *** A0A2G2W5J3_CAPBA) && sp|P34105|MAOX_POPTR NADP-dependent malic enzyme OS=Populus trichocarpa OX=3694 PE=2 SV=3 && PF00390:Malic enzyme, N-terminal domain|PF03949:Malic enzyme, NAD binding domain",Malic_M,gene-Solyc08g066360.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g025210,Solyc09g025210.3,protein_coding,alcohol dehydrogenase-2 && sp|Q2TPW5|JUGR4_JUGRE 11S globulin seed storage protein Jug r 4 OS=Juglans regia OX=51240 PE=1 SV=1 && PF00190:Cupin,-,gene-Solyc09g025210.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g100250,Solyc12g100250.3,protein_coding,Fatty acid desaturase (AHRD V3.3 *** A0A200QRI1_9MAGN) && sp|Q8GZC3|FAD2_VERFO Delta(12)-fatty-acid desaturase FAD2 OS=Vernicia fordii OX=73154 GN=FAD2 PE=1 SV=1 && PF00487:Fatty acid desaturase|PF11960:Domain of unknown function (DUF3474),-,gene-Solyc12g100250.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g008480,Solyc12g008480.3,protein_coding,RING/U-box superfamily protein (AHRD V3.3 *-* O80757_ARATH) && - && PF13639:Ring finger domain,-,gene-Solyc12g008480.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc04g016200,Solyc04g016200.1,protein_coding,Glycosyltransferase (AHRD V3.3 *** A0A0A1WDL8_NICAT) && sp|P56725|ZOX_PHAVU Zeatin O-xylosyltransferase OS=Phaseolus vulgaris OX=3885 GN=ZOX1 PE=2 SV=1 && PF00201:UDP-glucoronosyl and UDP-glucosyl transferase,UDPGT,gene-Solyc04g016200.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g072080,Solyc11g072080.1,protein_coding,F-box/kelch-repeat protein (AHRD V3.3 *-* A0A2G3BAF6_CAPCH) && sp|Q6NPN5|FK113_ARATH F-box/kelch-repeat protein At5g26960 OS=Arabidopsis thaliana OX=3702 GN=At5g26960 PE=2 SV=1 && PF01344:Kelch motif|PF00646:F-box domain,Kelch_1,gene-Solyc11g072080.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g049230,Solyc10g049230.1,protein_coding,disease resistance protein RGA2-like (AHRD V3.3 *-* XP_010321233.1) && - && -,-,gene-Solyc10g049230.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g005010,Solyc10g005010.5,protein_coding,NAC domain-containing protein (AHRD V3.11 *** tr_A0A2K3MP41_A0A2K3MP41_TRIPR) && sp|Q84WP6|NAC43_ARATH NAC domain-containing protein 43 OS=Arabidopsis thaliana OX=3702 GN=NAC043 PE=2 SV=2 && PF02365:No apical meristem (NAM) protein,NAM,gene-Solyc10g005010.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g075720,Solyc06g075720.3,protein_coding,"protein yippee-like (AHRD V3.3 *** XP_025887510.1) && - && PF03226:Yippee zinc-binding/DNA-binding /Mis18, centromere assembly",-,gene-Solyc06g075720.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc05g025690,,,,,,,,Ensembl Plants BioMart,63,not_mapped_in_export
Solyc11g008810,Solyc11g008810.2,protein_coding,"Beta-hexosaminidase (AHRD V3.3 *** M1BC44_SOLTU) && sp|Q8L7S6|HEXO3_ARATH Beta-hexosaminidase 3 OS=Arabidopsis thaliana OX=3702 GN=HEXO3 PE=1 SV=1 && PF00728:Glycosyl hydrolase family 20, catalytic domain|PF14845:beta-acetyl hexosaminidase like",Glyco_hydro_20,gene-Solyc11g008810.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g006720,Solyc10g006720.4,protein_coding,G-type lectin S-receptor-like serine/threonine-protein kinase (AHRD V3.3 *** A0A2G3C305_CAPCH) && sp|O81832|Y4729_ARATH G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290 OS=Arabidopsis thaliana OX=3702 GN=At4g27290 PE=3 SV=4 && PF01453:D-mannose binding lectin|PF08276:PAN-like domain|PF00954:S-locus glycoprotein domain|PF07714:Protein tyrosine kinase|PF11883:Domain of unknown function (DUF3403),Pkinase_Tyr,gene-Solyc10g006720.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g083440,Solyc03g083440.4,protein_coding,"Glutamate synthase (AHRD V3.3 *** A0A2U1PKW7_ARTAN) && sp|Q9LV03|GLUT1_ARATH Glutamate synthase 1 [NADH], chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GLT1 PE=1 SV=2 && PF00310:Glutamine amidotransferases class-II|PF04898:Glutamate synthase central domain|PF07992:Pyridine nucleotide-disulphide oxidoreductase|PF01493:GXGXG motif|PF01645:Conserved region in glutamate synthase|PF14691:Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster",GATase_2,gene-Solyc03g083440.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g009260,Solyc10g009260.1,protein_coding,Unknown protein && - && -,-,gene-Solyc10g009260.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g055690,Solyc07g055690.1,protein_coding,Lectin-domain receptor-like kinase (AHRD V3.3 *** G4XXY5_NICAT) && sp|O81905|SD18_ARATH Receptor-like serine/threonine-protein kinase SD1-8 OS=Arabidopsis thaliana OX=3702 GN=SD18 PE=1 SV=1 && PF01453:D-mannose binding lectin|PF00954:S-locus glycoprotein domain,B_lectin,gene-Solyc07g055690.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g071000,Solyc02g071000.1,protein_coding,"Chlorophyll a-b binding protein && sp|P07370|CB2B_SOLLC Chlorophyll a-b binding protein 1B, chloroplastic OS=Solanum lycopersicum OX=4081 GN=CAB1B PE=3 SV=1 && PF00504:Chlorophyll A-B binding protein",-,gene-Solyc02g071000.1,Cab-1D,,Ensembl Plants BioMart,63,one_to_one
Solyc04g054740,Solyc04g054740.3,protein_coding,myo-inositol-1-phosphate synthase && sp|Q9LW96|INO1_TOBAC Inositol-3-phosphate synthase OS=Nicotiana tabacum OX=4097 PE=2 SV=1 && PF07994:Myo-inositol-1-phosphate synthase|PF01658:Myo-inositol-1-phosphate synthase,-,gene-Solyc04g054740.3,IPS,NM_001346963,Ensembl Plants BioMart,63,one_to_one
Solyc01g081290,Solyc01g081290.4,protein_coding,Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A2G3ALT8_CAPAN) && sp|Q9SS60|PP210_ARATH Pentatricopeptide repeat-containing protein At3g03580 OS=Arabidopsis thaliana OX=3702 GN=PCMP-H23 PE=2 SV=1 && PF00069:Protein kinase domain|PF13041:PPR repeat family|PF14432:DYW family of nucleic acid deaminases,Pkinase,gene-Solyc01g081290.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g085910,Solyc02g085910.5,protein_coding,LOB domain-containing protein (AHRD V3.11 *** tr_A0A2U1NKN8_A0A2U1NKN8_ARTAN) && sp|Q9M886|LBD41_ARATH LOB domain-containing protein 41 OS=Arabidopsis thaliana OX=3702 GN=LBD41 PE=2 SV=1 && PF03195:Lateral organ boundaries (LOB) domain,-,gene-Solyc02g085910.4,,NM_001347909,Ensembl Plants BioMart,63,one_to_one
Solyc07g054750,Solyc07g054750.1,protein_coding,Wound-responsive family protein (AHRD V3.3 *-* A0A2U1LJB1_ARTAN) && - && -,-,gene-Solyc07g054750.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g013680,Solyc12g013680.3,protein_coding,receptor-like protein 12 (AHRD V3.3 *** A0A1S3Y203_TOBAC) && sp|Q9C637|RLP6_ARATH Receptor-like protein 6 OS=Arabidopsis thaliana OX=3702 GN=RLP6 PE=3 SV=1 && PF13855:Leucine rich repeat,-,gene-Solyc12g013680.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g031880,Solyc03g031880.3,protein_coding,Lysine-specific histone demethylase 1 (AHRD V3.3 *** B6SV76_MAIZE) && sp|Q8H191|PAO4_ARATH Probable polyamine oxidase 4 OS=Arabidopsis thaliana OX=3702 GN=PAO4 PE=1 SV=1 && PF01593:Flavin containing amine oxidoreductase,Amino_oxidase,gene-Solyc03g031880.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g076240,Solyc10g076240.3,protein_coding,Peroxidase (AHRD V3.3 *** K4D1W6_SOLLC) && sp|P22195|PER1_ARAHY Cationic peroxidase 1 OS=Arachis hypogaea OX=3818 GN=PNC1 PE=1 SV=2 && PF00141:Peroxidase,-,gene-Solyc10g076240.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g006660,Solyc12g006660.2,protein_coding,testis- and ovary-specific PAZ domain protein (AHRD V3.3 *** AT5G20120.2) && - && -,-,gene-Solyc12g006660.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc05g047530,Solyc05g047530.3,protein_coding,trans-cinnamate 4-monooxygenase && sp|H2DH22|C7A10_PANGI Cytochrome P450 CYP73A100 OS=Panax ginseng OX=4054 PE=2 SV=1 && PF00067:Cytochrome P450,p450,gene-Solyc05g047530.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc05g053640,Solyc05g053640.1,protein_coding,Unknown protein && - && -,-,gene-Solyc05g053640.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g031740,,,,,,,,Ensembl Plants BioMart,63,not_mapped_in_export
Solyc10g078160,Solyc10g078160.2,protein_coding,Hydroxyproline-rich glycoprotein family protein (AHRD V3.3 *** B3H693_ARATH) && - && -,-,gene-Solyc10g078160.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g112030,Solyc03g112030.3,protein_coding,Cytochrome P450 71A6 (AHRD V3.3 *** A0A2G3CY66_CAPCH) && sp|O04164|C71A6_NEPRA Cytochrome P450 71A6 (Fragment) OS=Nepeta racemosa OX=54731 GN=CYP71A6 PE=2 SV=1 && PF00067:Cytochrome P450,p450,gene-Solyc03g112030.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g031630,Solyc03g031630.3,protein_coding,Calcium-binding EF-hand family protein-like (AHRD V3.3 *** Q6ZFI7_ORYSJ) && - && PF13499:EF-hand domain pair,-,gene-Solyc03g031630.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc04g016000,Solyc04g016000.3,protein_coding,Heat shock transcription factor protein 8 (AHRD V3.3 *** A0A1W6LWG5_FRAAN) && sp|O22230|HSFB3_ARATH Heat stress transcription factor B-3 OS=Arabidopsis thaliana OX=3702 GN=HSFB3 PE=1 SV=1 && PF00447:HSF-type DNA-binding,HSF_DNA-bind,gene-Solyc04g016000.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g069380,Solyc06g069380.4,protein_coding,O-fucosyltransferase (AHRD V3.3 *** A0A2P5EBU6_TREOI) && sp|Q4V398|RRT1_ARATH Rhamnogalacturonan I rhamnosyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=RRT1 PE=1 SV=1 && PF10250:GDP-fucose protein O-fucosyltransferase,-,gene-Solyc06g069380.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g066330,Solyc08g066330.3,protein_coding,LEY17225 cyclin-dependent protein kinase A-1 && sp|Q38772|CDC2A_ANTMA Cell division control protein 2 homolog A OS=Antirrhinum majus OX=4151 GN=CDC2A PE=2 SV=2 && PF00069:Protein kinase domain,Pkinase,gene-Solyc08g066330.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g064720,Solyc07g064720.3,protein_coding,Gdsl esterase/lipase (AHRD V3.3 *** A0A2P4JQK3_QUESU) && sp|Q9FIA1|GDL87_ARATH GDSL esterase/lipase At5g55050 OS=Arabidopsis thaliana OX=3702 GN=At5g55050 PE=2 SV=1 && PF00657:GDSL-like Lipase/Acylhydrolase,Lipase_GDSL,gene-Solyc07g064720.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc01g095640,Solyc01g095640.2,protein_coding,MYB-like transcription factor TCL1 (AHRD V3.3 *** A0A1U8HLQ3_CAPAN) && sp|Q8GV05|TRY_ARATH Transcription factor TRY OS=Arabidopsis thaliana OX=3702 GN=TRY PE=1 SV=1 && -,-,gene-Solyc01g095640.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g016170,Solyc07g016170.4,protein_coding,L-arabinokinase-like (AHRD V3.3 *** A0A2I4GNX5_9ROSI) && sp|O23461|ARAK_ARATH L-arabinokinase OS=Arabidopsis thaliana OX=3702 GN=ARA1 PE=1 SV=1 && PF00288:GHMP kinases N terminal domain,GHMP_kinases,gene-Solyc07g016170.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g044260,Solyc08g044260.4,protein_coding,Fatty acid hydroxylase superfamily (AHRD V3.3 *** A0A2U1L8N4_ARTAN) && sp|F4HVY0|CER1_ARATH Very-long-chain aldehyde decarbonylase CER1 OS=Arabidopsis thaliana OX=3702 GN=CER1 PE=1 SV=1 && PF12076:WAX2 C-terminal domain|PF04116:Fatty acid hydroxylase superfamily,-,gene-Solyc08g044260.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g077210,,,,,gene-Solyc08g077210.4,,,Ensembl Plants BioMart,63,one_to_one
